Date,Speaker,text
12/06/1897,William Mckinley,I believe that under the act of 1887 it has the authority to do this and in absence of any action by Congress I shall direct the Secretary of the Treasury to make the necessary deposit as required by the Court's decree to qualify as a bidder and to bid at the sale a sum which will at least equal the principal of the debt due to the Government; but suggest in order to remove all controversy that an amendment of the law be immediately passed explicitly giving such powers and appropriating in general terms whatever sum is sufficient therefor.
12/06/1897,William Mckinley,"In so important a matter as the Government becoming the possible owner of railroad property which it perforce must conduct and operate, I feel constrained to lay before Congress these facts for its consideration and action before the consummation of the sale. It is clear to my mind that the Government should not permit the property to be sold at a price which will yield less than one-half of the principal of its debt and less than one-fifth of its entire debt, principal and interest. But whether the Government, rather than accept less than its claim, should become a bidder and thereby the owner of the property, I submit to the Congress for action."
12/06/1897,William Mckinley,"The Library building provided for by the act of Congress approved April 15, 1886, has been completed and opened to the public. It should be a matter of congratulation that through the foresight and munificence of Congress the nation possesses this noble treasure-house of knowledge. It is earnestly to be hoped that having done so much toward the cause of education, Congress will continue to develop the Library in every phase of research to the end that it may be not only one of the most magnificent but among the richest and most useful libraries in the world."
12/06/1897,William Mckinley,"The important branch of our Government known as the Civil Service, the practical improvement of which has long been a subject of earnest discussion, has of late years received increased legislative and Executive approval. During the past few months the service has been placed upon a still firmer basis of business methods and personal merit. While the right of our veteran soldiers to reinstatement in deserving cases has been asserted, dismissals for merely political reasons have been carefully guarded against, the examinations for admittance to the service enlarged and at the same time rendered less technical and more practical; and a distinct advance has been made by giving a hearing before dismissal upon all cases where incompetency is charged or demand made for the removal of officials in any of the Departments. This order has been made to give to the accused his right to be heard but without in anyway impairing the power of removal, which should always be exercised in cases of inefficiency and incompetency, and which is one of the vital safeguards of the civil service reform system, preventing stagnation and deadwood and keeping every employee keenly alive to the fact that the security of his tenure depends not on favor but on his own tested and carefully watched record of service."
12/06/1897,William Mckinley,Much of course still remains to be accomplished before the system can be made reasonably perfect for our needs. There are places now in the classified service which ought to be exempted and others not classified may properly be included. I shall not hesitate to exempt cases which I think have been improperly included in the classified service or include those which in my judgment will best promote the public service. The system has the approval of the people and it will be my endeavor to uphold and extend it.
12/06/1897,William Mckinley,"I am forced by the length of this Message to omit many important references to affairs of the Government with which Congress will have to deal at the present session. They are fully discussed in the departmental reports, to all of which I invite your earnest attention."
12/06/1897,William Mckinley,"The estimates of the expenses of the Government by the several Departments will, I am sure, have your careful scrutiny. While the Congress may not find it an easy task to reduce the expenses of the Government, it should not encourage their increase. These expenses will in my judgment admit of a decrease in many branches of the Government without injury to the public service. It is a commanding duty to keep the appropriations within the receipts of the Government, and thus avoid a deficit."
12/7/1903,Theodore Roosevelt,"No nation has greater resources than ours, and I think it can be truthfully said that the citizens of no nation possess greater energy and industrial ability. In no nation are the fundamental business conditions sounder than in ours at this very moment; and it is foolish, when such is the case, for people to hoard money instead of keeping it in sound banks; for it is such hoarding that is the immediate occasion of money stringency. Moreover, as a rule, the business of our people is conducted with honesty and probity, and this applies alike to farms and factories, to railroads and banks, to all our legitimate commercial enterprises."
12/7/1903,Theodore Roosevelt,"In any large body of men, however, there are certain to be some who are dishonest, and if the conditions are such that these men prosper or commit their misdeeds with impunity, their example is a very evil thing for the community. Where these men are business men of great sagacity and of temperament both unscrupulous and reckless, and where the conditions are such that they act without supervision or control and at first without effective check from public opinion, they delude many innocent people into making investments or embarking in kinds of business that are really unsound. When the misdeeds of these successfully dishonest men are discovered, suffering comes not only upon them, but upon the innocent men whom they have misled. It is a painful awakening, whenever it occurs; and, naturally, when it does occur those who suffer are apt to forget that the longer it was deferred the more painful it would be. In the effort to punish the guilty it is both wise and proper to endeavor so far as possible to minimize the distress of those who have been misled by the guilty. Yet it is not possible to refrain because of such distress from striving to put an end to the misdeeds that are the ultimate causes of the suffering, and, as a means to this end, where possible to punish those responsible for them. There may be honest differences of opinion as to many governmental policies; but surely there can be no such differences as to the need of unflinching perseverance in the war against successful dishonesty."
12/7/1903,Theodore Roosevelt,"In my Message to the Congress on December 5, 1905, I said: ""If the folly of man mars the general well-being, then those who are innocent of the folly will have to pay part of the penalty incurred by those who are guilty of the folly. A panic brought on by the speculative folly of part of the business community would hurt the whole business community; but such stoppage of welfare, though it might be severe, would not be lasting. In the long run, the one vital factor in the permanent prosperity of the country is the high individual character of the average American worker, the average American citizen, no matter whether his work be mental or manual, whether he be farmer or wage-worker, business man or professional man."
12/7/1903,Theodore Roosevelt,"""In our industrial and social system the interests of all men are so closely intertwined that in the immense majority of cases a straight-dealing man, who by his efficiency, by his ingenuity and industry, benefits himself, must also benefit others. Normally, the man of great productive capacity who becomes rich by guiding the labor of many other men does so by enabling them to produce more than they could produce without his guidance; and both he and they share in the benefit, which comes also to the public at large. The superficial fact that the sharing may be unequal must never blind us to the underlying fact that there is this sharing, and that the benefit comes in some degree to each man concerned.. Normally, the wageworker, the man of small means, and the average consumer, as well as the average producer, are all alike helped by making conditions such that the man of exceptional business ability receives an exceptional reward for his ability Something can be done by legislation to help the general prosperity; but no such help of a permanently beneficial character can be given to the less able and less fortunate save as the results of a policy which shall inure to the advantage of all industrious and efficient people who act decently; and this is only another way of saying that any benefit which comes to the less able and less fortunate must of necessity come even more to the more able and more fortunate. If, therefore, the less fortunate man is moved by envy of his more fortunate brother to strike at the conditions under which they have both, though unequally, prospered, the result will assuredly be that while damage may come to the one struck at, it will visit with an even heavier load the one who strikes the blow. Taken as a whole, we must all go up or go down together."
12/7/1903,Theodore Roosevelt,"""Yet, while not merely admitting, but insisting upon this, it is also true that where there is no governmental restraint or supervision some of the exceptional men use their energies, not in ways that are for the common good, but in ways which tell against this common good. The fortunes amassed through corporate organization are now so large, and vest such power in those that wield them, as to make it a matter of necessity to give to the sovereign--that is, to the Government, which represents the people as a whole--some effective power of supervision over their corporate use. In order to insure a healthy social and industrial life, every big corporation should be held responsible by, and be accountable to, some sovereign strong enough to control its conduct. I am in no sense hostile to corporations. This is an age of combination, and any effort to prevent all combination will be not only useless, but in the end vicious, because of the contempt for law which the failure to enforce law inevitably produces. We should, moreover, recognize in cordial and ample fashion the immense good effected by corporate agencies in a country such as ours, and the wealth of intellect, energy, and fidelity devoted to their service, and therefore normally to the service of the public, by their officers and directors. The corporation has come to stay, just as the trade union has come to stay. Each can do and has done great good. Each should be favored so long as it does good. But each should be sharply checked where it acts against law and justice."
12/7/1903,Theodore Roosevelt,"""The makers of our National Constitution provided especially that the regulation of interstate commerce should come within the sphere of the General Government. The arguments in favor of their taking this stand were even then overwhelming. But they are far stronger to-day, in view of the enormous development of great business agencies, usually corporate in form. Experience has shown conclusively that it is useless to try to get any adequate regulation and supervision of these great corporations by State action. Such regulation and supervision can only be effectively exercised by a sovereign whose jurisdiction is coextensive with the field of work of the corporations--that is, by the National Government. I believe that this regulation and supervision can be obtained by the enactment of law by the Congress. Our steady aim should be by legislation, cautiously and carefully undertaken, but resolutely persevered in, to assert the sovereignty of the National Government by affirmative action."
12/7/1903,Theodore Roosevelt,"""This is only in form an innovation. In substance it is merely a restoration; for from the earliest time such regulation of industrial activities has been recognized in the action of the lawmaking bodies; and all that I propose is to meet the changed conditions in such manner as will prevent the Commonwealth abdicating the power it has always possessed, not only in this country, but also in England before and since this country became a separate nation."
12/7/1903,Theodore Roosevelt,"""It has been a misfortune that the National laws on this subject have hitherto been of a negative or prohibitive rather than an affirmative kind, and still more that they have in part sought to prohibit what could not be effectively prohibited, and have in part in their prohibitions confounded what should be allowed and what should not be allowed. It is generally useless to try to prohibit all restraint on competition, whether this restraint be reasonable or unreasonable; and where it is not useless it is generally hurtful. The successful prosecution of one device to evade the law immediately develops another device to accomplish the same purpose. What is needed is not sweeping prohibition of every arrangement, good or bad, which may tend to restrict competition, but such adequate supervision and regulation as will prevent any restriction of competition from being to the detriment of the public, as well as such supervision and regulation as will prevent other abuses in no way connected with restriction of competition."""
12/7/1903,Theodore Roosevelt,I have called your attention in these quotations to what I have already said because I am satisfied that it is the duty of the National Government to embody in action the principles thus expressed.
12/7/1903,Theodore Roosevelt,"No small part of the trouble that we have comes from carrying to an extreme the national virtue of self-reliance, of independence in initiative and action. It is wise to conserve this virtue and to provide for its fullest exercise, compatible with seeing that liberty does not become a liberty to wrong others. Unfortunately, this is the kind of liberty that the lack of all effective regulation inevitably breeds. founders of the Constitution provided that the National Government should have complete and sole control of interstate commerce. There was then practically no interstate business save such as was conducted by water, and this the National Government at once proceeded to regulate in thoroughgoing and effective fashion. Conditions have now so wholly changed that the interstate commerce by water is insignificant compared with the amount that goes by land, and almost all big business concerns are now engaged in interstate commerce. As a result, it can be but partially and imperfectly controlled or regulated by the action of any one of the several States; such action inevitably tending to be either too drastic or else too lax, and in either case ineffective for purposes of justice. Only the National Government can in thoroughgoing fashion exercise the needed control. This does not mean that there should be any extension of Federal authority, for such authority already exists under the Constitution in amplest and most far-reaching form; but it does mean that there should be an extension of Federal activity. This is not advocating centralization. It is merely looking facts in the face, and realizing that centralization in business has already come and can not be avoided or undone, and that the public at large can only protect itself from certain evil effects of this business centralization by providing better methods for the exercise of control through the authority already centralized in the National Government by the Constitution itself. There must be no ball in the healthy constructive course of action which this Nation has elected to pursue, and has steadily pursued, during the last six years, as shown both in the legislation of the Congress and the administration of the law by the Department of Justice. The most vital need is in connection with the railroads. As to these, in my judgment there should now be either a national incorporation act or a law licensing railway companies to engage in interstate commerce upon certain conditions. The law should be so framed as to give to the Interstate Commerce Commission power to pass upon the future issue of securities, while ample means should be provided to enable the Commission, whenever in its judgment it is necessary, to make a physical valuation of any railroad. As I stated in my Message to the Congress a year ago, railroads should be given power to enter into agreements, subject to these argreements being made public in minute detail and to the consent of the Interstate Commerce Commission being first obtained. Until the National Government assumes proper control of interstate commerce, in the exercise of the authority it already possesses, it will be impossible either to give to or to get from the railroads full justice. The railroads and all other great corporations will do well to recognize that this control must come; the only question is as to what governmental body can most wisely exercise it. The courts will determine the limits within which the Federal authority can exercise it, and there will still remain ample work within each State for the railway commission of that State; and the National Interstate Commerce Commission will work in harmony with the several State commissions, each within its own province, to achieve the desired end."
12/7/1903,Theodore Roosevelt,"Moreover, in my judgment there should be additional legislation looking to the proper control of the great business concerns engaged in interstate business, this control to be exercised for their own benefit and prosperity no less than for the protection of investors and of the general public. As I have repeatedly said in Messages to the Congress and elsewhere, experience has definitely shown not merely the unwisdom but the futility of endeavoring to put a stop to all business combinations. Modern industrial conditions are such that combination is not only necessary but inevitable. It is so in the world of business just as it is so in the world of labor, and it is as idle to desire to put an end to all corporations, to all big combinations of capital, as to desire to put an end to combinations of labor. Corporation and labor union alike have come to stay. Each if properly managed is a source of good and not evil. Whenever in either there is evil, it should be promptly held to account; but it should receive hearty encouragement so long as it is properly managed. It is profoundly immoral to put or keep on the statute books a law, nominally in the interest of public morality that really puts a premium upon public immorality, by undertaking to forbid honest men from doing what must be done under modern business conditions, so that the law itself provides that its own infraction must be the condition precedent upon business success. To aim at the accomplishment of too much usually means the accomplishment of too little, and often the doing of positive damage. In my Message to the Congress a year ago, in speaking of the antitrust laws, I said:"
12/7/1903,Theodore Roosevelt,"""The actual working of our laws has shown that the effort to prohibit all combination, good or bad, is noxious where it is not ineffective. Combination of capital, like combination of labor, is a necessary element in our present industrial system. It is not possible completely to prevent it; and if it were possible, such complete prevention would do damage to the body politic. What we need is not vainly to try to prevent all combination, but to secure such rigorous and adequate control and supervision of the combinations as to prevent their injuring the public, or existing in such forms as inevitably to threaten injury. It is unfortunate that our present laws should forbid all combinations instead of sharply discriminating between those combinations which do evil. Often railroads would like to combine for the purpose of preventing a big shipper from maintaining improper advantages at the expense of small shippers and of the general public. Such a combination, instead of being forbidden by law, should be favored. It is a public evil to have on the statute books a law incapable of full enforcement, because both judges and juries realize that its full enforcement would destroy the business of the country; for the result is to make decent men violators of the law against their will, and to put a premium on the behavior of the willful wrongdoers. Such a result in turn tends to throw the decent man and the willful wrongdoer into close association, and in the end to drag clown the former to the latter's level; for the man who becomes a lawbreaker in one way unhappily tends to lose all respect for law and to be willing to break. it in many ways. No more scathing condemnation could be visited upon a law than is contained in the words of the Interstate Commerce Commission when, in commenting upon the fact that the numerous joint traffic associations do technically violate the law, they say: 'The decision of the United States Supreme Court in the Trans-Missouri case and the Joint Traffic Association case has produced no practical effect upon the railway operations of the country. Such associations, in fact, exist now as they did before these decisions, and with the same general effect. In justice to all parties, we ought probably to add that it is difficult to see how our interstate railways could be operated with due regard to the interest of the shipper and the railway without concerted action of the kind afforded through these asociations.'"
12/7/1903,Theodore Roosevelt,"""This means that the law as construed by the Supreme Court is such that the business of the country can not be conducted without breaking it."""
12/7/1903,Theodore Roosevelt,"As I have elsewhere said: 'All this is substantially what I have said over and over again. Surely it ought not to be necessary to say that it in no shape or way represents any hostility to corporations as such. On the contrary, it means a frank recognition of the fact that combinations of capital, like combinations of labor, are a natural result of modern conditions and of our National development. As far as in my ability lies my endeavor is and will be to prevent abuse of power by either and to favor both so long as they do well. The aim of the National Government is quite as much to favor and protect honest corporations, honest business men of wealth, as to bring to justice those individuals and corporations representing dishonest methods. Most certainly there will be no relaxation by the Government authorities in the effort to get at any great railroad wrecker--any man who by clever swindling devices robs investors, oppresses wage-workers, and does injustice to the general public. But any such move as this is in the interest of honest railway operators, of honest corporations, and of those who, when they invest their small savings in stocks and bonds, wish to be assured that these will represent money honestly expended for legitimate business purposes. To confer upon the National Government the power for which I ask would be a check upon overcapitalization and upon the clever gamblers who benefit by overcapitalization. But it alone would mean an increase in the value, an increase in the safety of the stocks and bonds of law-abiding, honestly managed railroads, and would render it far easier to market their securities. I believe in proper publicity. There has been complaint of some of the investigations recently carried on, but those who complain should put the blame where it belongs--upon the misdeeds which are done in darkness and not upon the investigations which brought them to light. The Administration is responsible for turning on the light, but it is not responsible for what the light showed. I ask for full power to be given the Federal Government, because no single State can by legislation effectually cope with these powerful corporations engaged in interstate commerce, and, while doing them full justice, exact from them in return full justice to others. The conditions of railroad activity, the conditions of our immense interstate commerce, are such as to make the Central Government alone competent to exercise full supervision and control."
12/7/1903,Theodore Roosevelt,"""The grave abuses in individual cases of railroad management in the past represent wrongs not merely to the general public, but, above all, wrongs to fair-dealing and honest corporations and men of wealth, because they excite a popular anger and distrust which from the very nature of the case tends to include in the sweep of its resentment good and bad alike. From the standpoint of the public I can not too earnestly say that as soon as the natural and proper resentment aroused by these abuses becomes indiscriminate and unthinking, it also becomes not merely unwise and unfair, but calculated to defeat the very ends which those feeling it have in view. There has been plenty of dishonest work by corporations in the past. There will not be the slightest let-up in the effort to hunt down and punish every dishonest man. But the bulk of our business is honestly done. In the natural indignation the people feel over the dishonesty, it is essential that they should not lose their heads and get drawn into an indiscriminate raid upon all corporations, all people of wealth, whether they do well or ill. Out of any such wild movement good will not come, can not come, and never has come. On the contrary, the surest way to invite reaction is to follow the lead of either demagogue or visionary in a sweeping assault upon property values and upon public confidence, which would work incalculable damage in the business world and would produce such distrust of the agitators that in the revulsion the distrust would extend to honest men who, in sincere and same fashion, are trying to remedy the evils."""
12/7/1903,Theodore Roosevelt,"The antitrust law should not be repealed; but it should be made both more efficient and more in harmony with actual conditions. It should be so amended as to forbid only the kind of combination which does harm to the general public, such amendment to be accompanied by, or to be an incident of, a grant of supervisory power to the Government over these big concerns engaged in interstate business. This should be accompanied by provision for the compulsory publication of accounts and the subjection of books and papers to the inspection of the Government officials. A beginning has already been made for such supervision by the establishment of the Bureau of Corporations."
12/7/1903,Theodore Roosevelt,"The antitrust law should not prohibit combinations that do no injustice to the public, still less those the existence of which is on the whole of benefit to the public. But even if this feature of the law were abolished, there would remain as an equally objectionable feature the difficulty and delay now incident to its enforcement. The Government must now submit to irksome and repeated delay before obtaining a final decision of the courts upon proceedings instituted, and even a favorable decree may mean an empty victory. Moreover, to attempt to control these corporations by lawsuits means to impose upon both the Department of Justice and the courts an impossible burden; it is not feasible to carry on more than a limited number of such suits. Such a law to be really effective must of course be administered by an executive body, and not merely by means of lawsuits. The design should be to prevent the abuses incident to the creation of unhealthy and improper combinations, instead of waiting until they are in existence and then attempting to destroy them by civil or criminal proceedings."
12/7/1903,Theodore Roosevelt,"A combination should not be tolerated if it abuse the power acquired by combination to the public detriment. No corporation or association of any kind should be permitted to engage in foreign or interstate commerce that is formed for the purpose of, or whose operations create, a monopoly or general control of the production, sale, or distribution of any one or more of the prime necessities of life or articles of general use and necessity. Such combinations are against public policy; they violate the common law; the doors of the courts are closed to those who are parties to them, and I believe the Congress can close the channels of interstate commerce against them for its protection. The law should make its prohibitions and permissions as clear and definite as possible, leaving the least possible room for arbitrary action, or allegation of such action, on the part of the Executive, or of divergent interpretations by the courts. Among the points to be aimed at should be the prohibition of unhealthy competition, such as by rendering service at an actual loss for the purpose of crushing out competition, the prevention of inflation of capital, and the prohibition of a corporation's making exclusive trade with itself a condition of having any trade with itself. Reasonable agreements between, or combinations of, corporations should be permitted, provided they are submitted to and approved by some appropriate Government body."
12/7/1903,Theodore Roosevelt,"The Congress has the power to charter corporations to engage in interstate and foreign commerce, and a general law can be enacted under the provisions of which existing corporations could take out Federal charters and new Federal corporations could be created. An essential provision of such a law should be a method of predetermining by some Federal board or commission whether the applicant for a Federal charter was an association or combination within the restrictions of the Federal law. Provision should also be made for complete publicity in all matters affecting the public and complete protection to the investing public and the shareholders in the matter of issuing corporate securities. If an incorporation law is not deemed advisable, a license act for big interstate corporations might be enacted; or a combination of the two might be tried. The supervision established might be analogous to that now exercised over national banks. At least, the antitrust act should be supplemented by specific prohibitions of the methods which experience has shown have been of most service in enabling monopolistic combinations to crush out competition. The real owners of a corporation should be compelled to do business in their own name. The right to hold stock in other corporations should hereafter be denied to interstate corporations, unless on approval by the Government officials, and a prerequisite to such approval should be the listing with the Government of all owners and stockholders, both by the corporation owning such stock and by the corporation in which such stock is owned."
12/7/1903,Theodore Roosevelt,"To confer upon the National Government, in connection with the amendment I advocate in the antitrust law, power of supervision over big business concerns engaged in interstate commerce, would benefit them as it has benefited the national banks. In the recent business crisis it is noteworthy that the institutions which failed were institutions which were not under the supervision and control of the National Government. Those which were under National control stood the test."
12/7/1903,Theodore Roosevelt,"National control of the kind above advocated would be to the benefit of every well-managed railway. From the standpoint of the public there is need for additional tracks, additional terminals, and improvements in the actual handling of the railroads, and all this as rapidly as possible. Ample, safe, and speedy transportation facilities are even more necessary than cheap transportation. Therefore, there is need for the investment of money which will provide for all these things while at the same time securing as far as is possible better wages and shorter hours for their employees. Therefore, while there must be just and reasonable regulation of rates, we should be the first to protest against any arbitrary and unthinking movement to cut them down without the fullest and most careful consideration of all interests concerned and of the actual needs of the situation. Only a special body of men acting for the National Government under authority conferred upon it by the Congress is competent to pass judgment on such a matter."
12/7/1903,Theodore Roosevelt,"Those who fear, from any reason, the extension of Federal activity will do well to study the history not only of the national banking act but of the pure-food law, and notably the meat inspection law recently enacted. The pure-food law was opposed so violently that its passage was delayed for a decade; yet it has worked unmixed and immediate good. The meat inspection law was even more violently assailed; and the same men who now denounce the attitude of the National Government in seeking to oversee and control the workings of interstate common carriers and business concerns, then asserted that we were ""discrediting and ruining a great American industry."" Two years have not elapsed, and already it has become evident that the great benefit the law confers upon the public is accompanied by an equal benefit to the reputable packing establishments. The latter are better off under the law than they were without it. The benefit to interstate common carriers and business concerns from the legislation I advocate would be equally marked."
12/7/1903,Theodore Roosevelt,"Incidentally, in the passage of the pure-food law the action of the various State food and dairy commissioners showed in striking fashion how much good for the whole people results from the hearty cooperation of the Federal and State officials in securing a given reform. It is primarily to the action of these State commissioners that we owe the enactment of this law; for they aroused the people, first to demand the enactment and enforcement of State laws on the subject, and then the enactment of the Federal law, without which the State laws were largely ineffective. There must be the closest cooperation between the National and State governments in administering these laws."
12/7/1903,Theodore Roosevelt,"In my Message to the Congress a year ago I spoke as follows of the currency: ""I especially call your attention to the condition of our currency laws. The national-bank act has ably served a great purpose in aiding the enormous business development of the country, and within ten years there has been an increase in circulation per capita from $21.41 to $33.08. For several years evidence has been accumulating that additional legislation is needed. The recurrence of each crop season emphasizes the defects of the present laws. There must soon be a revision of them, because to leave them as they are means to incur liability of business disaster. Since your body adjourned there has been a fluctuation in the interest on call money from 2 per cent to 30 percent, and the fluctuation was even greater during the preceding six months. The Secretary of the Treasury had to step in and by wise action put a stop to the most violent period of oscillation. Even worse than such fluctuation is the advance in commercial rates and the uncertainty felt in the sufficiency of credit even at high rates. All commercial interests suffer during each crop period. Excessive rates for call money in New York attract money from the interior banks into the speculative field. This depletes the fund that would otherwise be available for commercial uses, and commercial borrowers are forced to pay abnormal rates, so that each fall a tax, in the shape of increased interest charges, is placed on the whole commerce of the country."
12/7/1903,Theodore Roosevelt,"""The mere statement of these facts shows that our present system is seriously defective. There is need of a change. Unfortunately, however, many of the proposed changes must be ruled from consideration because they are complicated, are not easy of comprehension, and tend to disturb existing rights and interests. We must also rule out any plan which would materially impair the value of the United States 2 per cent bonds now pledged to secure circulation, the issue of which was made under conditions peculiarly creditable to the Treasury. I do not press any especial plan. Various plans have recently been proposed by expert committees of bankers. Among the plans which are possibly feasible and which certainly should receive your consideration is that repeatedly brought to your attention by the present Secretary of the Treasury, the essential features of which have been approved by many prominent bankers and business men. According to this plan national banks should be permitted to issue a specified proportion of their capital in notes of a given kind, the issue to be taxed at so high a rate as to drive the notes back when not wanted in legitimate trade. This plan would not permit the issue of currency to give banks additional profits, but to meet the emergency presented by times of stringency."
12/7/1903,Theodore Roosevelt,"""I do not say that this is the right system. I only advance it to emphasize my belief that there is need for the adoption of some system which shall be automatic and open to all sound banks, so as to avoid all possibility of discrimination and favoritism. Such a plan would tend to prevent the spasms of high money and speculation which now obtain in the New York market; for at present there is too much currency at certain seasons of the year, and its accumulation at New York tempts bankers to lend it at low rates for speculative purposes; whereas at other times when the crops are being moved there is urgent need for a large but temporary increase in the currency supply. It must never be forgotten that this question concerns business men generally quite as much as bankers; especially is this true of stockmen, farmers, and business men in the West; for at present at certain seasons of the year the difference in interest rates between the East and the West is from 6 to 10 per cent, whereas in Canada the corresponding difference is but 2 per cent. Any plan must, of course, guard the interests of western and southern bankers as carefully as it guards the interests of New York or Chicago bankers, and must be drawn from the standpoints of the farmer and the merchant no less than from the standpoints of the city banker and the country banker."""
12/7/1903,Theodore Roosevelt,"I again urge on the Congress the need of immediate attention to this matter. We need a greater elasticity in our currency; provided, of course, that we recognize the even greater need of a safe and secure currency. There must always be the most rigid examination by the National authorities. Provision should be made for an emergency currency. The emergency issue should, of course, be made with an effective guaranty, and upon conditions carefully prescribed by the Government. Such emergency issue must be based on adequate securities approved by the Government, and must be issued under a heavy tax. This would permit currency being issued when the demand for it was urgent, while securing its requirement as the demand fell off. It is worth investigating to determine whether officers and directors of national banks should ever be allowed to loan to themselves. Trust companies should be subject to the same supervision as banks; legislation to this effect should be enacted for the District of Columbia and the Territories."
12/7/1903,Theodore Roosevelt,"Yet we must also remember that even the wisest legislation on the subject can only accomplish a certain amount. No legislation can by any possibility guarantee the business community against the results of speculative folly any more than it can guarantee an individual against the results of his extravagance. When an individual mortgages his house to buy an automobile he invites disaster; and when wealthy men, or men who pose as such, or are unscrupulously or foolishly eager to become such, indulge in reckless speculation--especially if it is accompanied by dishonesty--they jeopardize not only their own future but the future of all their innocent fellow-citizens, for the expose the whole business community to panic and distress."
12/7/1903,Theodore Roosevelt,"The income account of the Nation is in a most satisfactory condition. For the six fiscal years ending with the 1st of July last, the total expenditures and revenues of the National Government, exclusive of the postal revenues and expenditures, were, in round numbers, revenues, $3,465,000,0000, and expenditures, $3,275,000,000. The net excess of income over expenditures, including in the latter the fifty millions expended for the Panama Canal, was one hundred and ninety million dollars for the six years, an average of about thirty-one millions a year. This represents an approximation between income and outgo which it would be hard to improve. The satisfactory working of the present tariff law has been chiefly responsible for this excellent showing. Nevertheless, there is an evident and constantly growing feeling among our people that the time is rapidly approaching when our system of revenue legislation must be revised."
12/7/1903,Theodore Roosevelt,"This country is definitely committed to the protective system and any effort to uproot it could not but cause widespread industrial disaster. In other words, the principle of the present tariff law could not with wisdom be changed. But in a country of such phenomenal growth as ours it is probably well that every dozen years or so the tariff laws should be carefully scrutinized so as to see that no excessive or improper benefits are conferred thereby, that proper revenue is provided, and that our foreign trade is encouraged. There must always be as a minimum a tariff which will not only allow for the collection of an ample revenue but which will at least make good the difference in cost of production here and abroad; that is, the difference in the labor cost here and abroad, for the. well-being of the wage-worker must ever be a cardinal point of American policy. The question should be approached purely from a business standpoint; both the time and the manner of the change being such as to arouse the minimum of agitation and disturbance in the business world, and to give the least play for selfish and factional motives. The sole consideration should be to see that the sum total of changes represents the public good. This means that the subject can not with wisdom be dealt with in the year preceding a Presidential election, because as a matter of fact experience has conclusively shown that at such a time it is impossible to get men to treat it from the standpoint of the public good. In my judgment the wise time to deal with the matter is immediately after such election."
